qid,question,gold,pred,scorex,scorey
"57265360dd62a815002e819b","How much imported oil came from the Middle East?","71%","71%",1.000000,1.000000
"57265360dd62a815002e819c","To force Japan to be more involved in the crisis, what did Saudi and Kuwaiti government do?","5% production cut","declared Japan a "nonfriendly" country",1.000000,1.000000
"57265360dd62a815002e819d","When did Japan release a statement to tell Israelis to withdraw from the Palestine?","November 22","November 22",1.000000,1.000000
"57265360dd62a815002e819e","When was Japan accepted as an Arab-friendly state?","December 25","December 25",1.000000,1.000000
"5a38c6bca4b263001a8c1915","Which country is most involved in nonviolent policy?","","Japan",0.000000,0.000000
"5a38c6bca4b263001a8c1916","What action was taken against Japan on December 25th to make them change their policy?","","5% production cut",0.000000,0.000000
"5a38c6bca4b263001a8c1917","What did Israel do to Japan's imported oil to force their involvement in the crisis?","","5% production cut",0.000000,0.000000
"5a38c6bca4b263001a8c1918","When was Israel declared a nonfriendly country?","","November 7, 1973",0.000000,0.000000
"5a38c6bca4b263001a8c1919","When Japan received 71% of its imported oil from the middle east in December what result did it cause in public?","","panic",0.000000,0.000000
"57265526708984140094c2bd","Which country's invasion show the insecurity of the Middle East?","USSR's invasion","Afghanistan",1.000000,1.000000
"57265526708984140094c2be","Which countries became dependent on US's security assurance to threats?","Saudi Arabia and Iran","Saudi Arabia and Iran",1.000000,1.000000
"57265526708984140094c2bf","Which country's arms purchase from the US became 5 times more than Israel?","Saudi Arabia","Saudi",0.000000,0.666667
"57265526708984140094c2c0","When did the Shah kingdom start to collapse?","January 1979","January 1979",1.000000,1.000000
"57265526708984140094c2c1","When did the Wahhabi seized the Grand Mosque in Mecca?","November 1979","November 1979",1.000000,1.000000
"5a38c911a4b263001a8c191f","What country did Saudi Arabia invade in 1979?","","Iran",0.000000,0.000000
"5a38c911a4b263001a8c1920","What are other signs of insecurity in Mecca?","","increased American weapons sales, technology, and outright military presence",0.000000,0.000000
"5a38c911a4b263001a8c1921","What did the Persian Gulf depend on the Saudis to manage?","","both external and internal threats",0.000000,0.000000
"5a38c911a4b263001a8c1922","What is another reason that Al-Hasa was buying weapons from Russia?","","failure of the Shah during January 1979 to maintain control of Iran",0.000000,0.000000
"5a38c911a4b263001a8c1923","What kind of Sunni muslim monarchy is is Iran lead by?","","absolutist",0.000000,0.000000
"5726581fdd62a815002e823a","Which sized cars were the least demanded cars in the crisis?","large cars","large",1.000000,1.000000
"5726581fdd62a815002e823b","Which country's cars became more highly sought after as they were more fuel efficient?","Japanese imports","Japanese",1.000000,1.000000
"5726581fdd62a815002e823c","What type of engines does the American car typically have?","V8 and six cylinder engines","V8 and six cylinder",1.000000,1.000000
"5726581fdd62a815002e823d","Which country's imports became the de facto mass market leaders?","Japan","Japanese",1.000000,1.000000
"5a38cd93a4b263001a8c1929","What standards did American cars create in the auto industry?","","de facto standards",0.000000,0.000000
"5a38cd93a4b263001a8c192a","What are two cars with V8 engines that were more fuel efficient?","","Subaru DL, and later the Honda Accord",0.000000,0.000000
"5a38cd93a4b263001a8c192b","What type of unibody construction does an American car usually have?","","V8",0.000000,0.000000
"5a38cd93a4b263001a8c192c","What country became a leader in importing large cars?","","Japanese",0.000000,0.000000
"5a38cd93a4b263001a8c192d","What increased demand for cars with six cylinder engines?","","The crisis",0.000000,0.000000
"572659535951b619008f703f","When did Honda, Toyota and Nissan open US assembly plants?","A decade after the 1973","1981",1.000000,1.000000
"572659535951b619008f7040","Name a larger car that Toyota came up with as buyers lamented the small sized compacts?","Toyota Corona Mark II","Toyota Corona Mark II",1.000000,1.000000
"572659535951b619008f7041","Name an extra that was added to the production of the compacts.","power steering","air conditioning",1.000000,1.000000
"572659535951b619008f7042","Name a luxury division of Toyota.","Lexus","Acura",1.000000,1.000000
"5a38ceaaa4b263001a8c1933","In 1973 what did Mazda open in the US?","","assembly plants",0.000000,0.000000
"5a38ceaaa4b263001a8c1934","What did Mazda establish in the US in 1973?","","luxury divisions",0.000000,0.000000
"5a38ceaaa4b263001a8c1935","What did Mazda want to distinguish itself from by opening assembly plants in 1973?","","mass-market brands",0.000000,0.000000
"5a38ceaaa4b263001a8c1936","What did some buyers not like about Acuras?","","small size",0.000000,0.000000
"5a38ceaaa4b263001a8c1937","What are two things that were added to the Lexus in 1981?","","air conditioning, power steering, AM-FM radios",0.000000,0.000000
"57265a58dd62a815002e8270","Name a type of Toyota compact trucks?","Toyota Hilux","Toyota Hilux",1.000000,1.000000
"57265a58dd62a815002e8271","What did Mitsubishi rename its Forte to?","Dodge D-50","Dodge D-50",1.000000,1.000000
"57265a58dd62a815002e8272","Mazda, Mitsubishi and Isuzu joined partnership with which American car company?","Ford, Chrysler, and GM","GM",0.000000,0.400000
"57265a58dd62a815002e8273","When American car companies rolled out with their domestic replacement cars, which policy ended?","captive import policy","captive import policy",1.000000,1.000000
"5a38d2f9a4b263001a8c193d","What did Toyota rebrand its Forte as?","","Dodge D-50",0.000000,0.000000
"5a38d2f9a4b263001a8c193e","What is a type of Dodge built compact truck?","","Datsun Truck",0.000000,0.000000
"5a38d2f9a4b263001a8c193f","What companies did Toyota, Chevrolet and Dodge have joint partnerships with?","","Ford, Chrysler, and GM",0.000000,0.000000
"5a38d2f9a4b263001a8c1940","When Japanese companies introduced compact trucks, what policy ended?","","captive import policy",0.000000,0.000000
"5a38d2f9a4b263001a8c1941","What compact truck replacements were introduced by Toyota?","","Toyota Hilux and the Datsun Truck",0.000000,0.000000
"57265bdfdd62a815002e829e","Why did GM, Ford and Chrysler introduced fuel-efficient and small cars to the US market?","An increase in imported cars","An increase in imported cars into North America",1.000000,1.000000
"57265bdfdd62a815002e829f","How many passengers can the Ford Fiesta accommodate?","at least four passengers","four",1.000000,1.000000
"57265bdfdd62a815002e82a0","By which year did the American cars mpg start to improve?","1985","1985",1.000000,1.000000
"57265bdfdd62a815002e82a1","Name a luxury model that became popular in the mid-1970s.","Lincoln Continental,","Cadillac DeVille",1.000000,1.000000
"57265bdfdd62a815002e82a2","Which full-sized model cars were not popular?","Chevrolet Bel Air","Chevrolet Bel Air, and Ford Galaxie 500",1.000000,1.000000
"5a38d4b9a4b263001a8c1947","What did oil price increases force GM, Ford and Chrysler to do?","","introduce smaller and fuel-efficient models for domestic sales",0.000000,0.000000
"5a38d4b9a4b263001a8c1948","In 1979, what was the average mpg for American cars?","","17.4 miles per gallon",0.000000,0.000000
"5a38d4b9a4b263001a8c1949","What was the price of a barrel of oil in 1970?","","13.5",0.000000,0.000000
"5a38d4b9a4b263001a8c194a","What are two small car models that didn't recover in 1974?","","Chevrolet Bel Air, and Ford Galaxie 500",0.000000,0.000000
"5a38d4b9a4b263001a8c194b","How many passengers could a Chevrolet Bel Air carry in 1970?","","13.5",0.000000,0.000000
"57265ceddd62a815002e82b8","By which year did full sized American cars shrink to be smaller?","1979","1979",1.000000,1.000000
"57265ceddd62a815002e82b9","By which year did Chrysler ended its full sized luxury model?","1981","1981",1.000000,1.000000
"57265ceddd62a815002e82ba","Which car shows the DOT's revision of categories?","Mustang I","Mustang I",1.000000,1.000000
"5a38d6e6a4b263001a8c1951","What happened to safety bumpers in 1979?","","shrunk",0.000000,0.000000
"5a38d6e6a4b263001a8c1952","When did Dodge end production of their full size sedans?","","1981",0.000000,0.000000
"5a38d6e6a4b263001a8c1953","What was the Plymouth Gran Fury a prelude to in vehicle categories?","","the DOT "downsize" revision",0.000000,0.000000
"5a38d6e6a4b263001a8c1954","What type of vehicle did Chrysler change to in 1977?","","full front-wheel drive lineup",0.000000,0.000000
"5a38d6e6a4b263001a8c1955","What are two changes to GM vehicles that were implemented in 1982?","","M-body Dodge Diplomat/Plymouth Gran Fury and Chrysler New Yorker Fifth Avenue sedans",0.000000,0.000000
"57265e11708984140094c3bb","When was OPEC production of oil being surpassed?","1981","1981",1.000000,1.000000
"57265e11708984140094c3bc","Which year did the price of oil drop to $10 per barrel?","1980s","1979",0.000000,0.000000
"57265e11708984140094c3bd","Why did Saudi Arabia try to increase production, and reduce profits for high cost producers?","recover market share","to recover market share",1.000000,1.000000
"57265e11708984140094c3be","In 1979, during the oil crisis, what was the highest price of oil?","nearly $40 per barrel","$40 per barrel",1.000000,1.000000
"5a38d93da4b263001a8c195b","In what year was other countries oil production surpassed by Saudi Arabia?","","1981",0.000000,0.000000
"5a38d93da4b263001a8c195c","What did OPEC do to gain market share in 1979?","","increased production",0.000000,0.000000
"5a38d93da4b263001a8c195d","What were two consequences of OPEC pushing down oil prices in 1981?","","shrinking or eliminating profits for high-cost producers",0.000000,0.000000
"5a38d93da4b263001a8c195e","What did the world price of oil peak at in 1973?","","nearly $40 per barrel",0.000000,0.000000
"5a38d93da4b263001a8c195f","What did the price of oil fall to during the 1979 oil crisis?","","$10 per barrel",0.000000,0.000000
"57271c235951b619008f860b","What is it called when people in society rebel against laws they think are unfair?","Civil disobedience","Civil disobedience",1.000000,1.000000
"57271c235951b619008f860c","What is an example of major civil disobedience in South Africa?","apartheid","apartheid",1.000000,1.000000
"57271c235951b619008f860d","What was the the movement called that brought Baltic countries independence from the Soviet Union?","Singing Revolution","Singing Revolution",1.000000,1.000000
"57271c235951b619008f860e","In 2004 the Orange revolution occurred in what country?","Ukraine","Ukraine",1.000000,1.000000
"57271c235951b619008f860f","Where was the location of the 2003 Rose revolution?","Georgia","Georgia",1.000000,1.000000
"5728d4c03acd2414000dff9f","Which people brought forward one of the earliest examples of Civil Disobedience?","Egyptians","Egyptians",1.000000,1.000000
"5728d4c03acd2414000dffa0","Who was one of the earliest examples of Civil Disobedience against?","the British","the British occupation",1.000000,1.000000
"5728d4c03acd2414000dffa1","Why do people chose civil disobedience to protest?","nonviolent resistance","what they deem to be unfair laws",0.000000,0.800000
"5728d4c03acd2414000dffa2","What does civil disobedience protest against?","unfair laws","unfair laws",1.000000,1.000000
"5728d4c03acd2414000dffa3","What civil rights movement in the US was known for it's disobedience?","American Civil Rights Movement","the Singing Revolution",0.000000,0.000000
"5a66413dc2b11c001a425ec7","What is the definition of Germany adopting a Communist government?","","East Germany to oust their communist governments",0.000000,0.000000
"5a66413dc2b11c001a425ec8","What did the Velvet revolution hope to accomplish in India?","","Gandhi's campaigns for independence from the British Empire",0.000000,0.000000
